Time(ms),Waypoint_id,Waypoint_lat,Waypoint_lon,Distance_to_wp(meters),Bearing(degrees),Current_lat,Current_lon,Heading(degrees),FL,FR,DL,DR
106127,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083374,-121.8795242,191.00,1701,1699,1500,1500
107052,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083374,-121.8795242,190.00,1705,1695,1500,1500
107126,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083335,-121.8795242,190.00,1705,1695,1500,1500
108044,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083335,-121.8795242,189.00,1710,1690,1500,1500
108120,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,189.00,1710,1690,1500,1500
109045,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,188.00,1714,1686,1500,1500
109122,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083221,-121.8795242,188.00,1714,1686,1500,1500
110051,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083221,-121.8795242,188.00,1714,1686,1500,1500
110127,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083145,-121.8795242,188.00,1714,1686,1500,1500
111049,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083145,-121.8795242,189.00,1709,1691,1500,1500
111127,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083106,-121.8795242,189.00,1708,1692,1500,1500
112050,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083106,-121.8795242,189.00,1708,1692,1500,1500
112125,1,-99.0000000,-99.0000000,14989615.00,184.00,36.6083030,-121.8795394,189.00,1708,1692,1500,1500
113048,1,-99.0000000,-99.0000000,14989615.00,184.00,36.6083030,-121.8795394,189.00,1708,1692,1500,1500
113125,1,-99.0000000,-99.0000000,14989615.00,184.00,36.6082954,-121.8795394,189.00,1707,1693,1500,1500
114040,1,-99.0000000,-99.0000000,14989615.00,184.00,36.6082954,-121.8795394,191.00,1698,1702,1500,1500
114115,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082878,-121.8795394,191.00,1698,1702,1500,1500
115043,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082878,-121.8795394,191.00,1697,1703,1500,1500
115118,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082839,-121.8795394,191.00,1697,1703,1500,1500
116046,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082839,-121.8795394,190.00,1701,1699,1500,1500
116122,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082763,-121.8795394,190.00,1700,1700,1500,1500
117038,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082763,-121.8795394,189.00,1705,1695,1500,1500
117113,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082725,-121.8795394,189.00,1705,1695,1500,1500
118036,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082725,-121.8795394,189.00,1705,1695,1500,1500
118114,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082687,-121.8795394,189.00,1704,1696,1500,1500
119042,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082687,-121.8795394,189.00,1704,1696,1500,1500
119118,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082611,-121.8795394,189.00,1704,1696,1500,1500
120041,1,-99.0000000,-99.0000000,14989612.00,184.00,36.6082611,-121.8795394,189.00,1704,1696,1500,1500
120118,1,-99.0000000,-99.0000000,14989611.00,184.00,36.6082572,-121.8795394,189.00,1703,1697,1500,1500
121036,1,-99.0000000,-99.0000000,14989611.00,184.00,36.6082572,-121.8795394,189.00,1703,1697,1500,1500
121113,1,-99.0000000,-99.0000000,14989611.00,184.00,36.6082534,-121.8795394,189.00,1703,1697,1500,1500
122033,1,-99.0000000,-99.0000000,14989611.00,184.00,36.6082534,-121.8795394,190.00,1698,1702,1500,1500
122109,1,-99.0000000,-99.0000000,14989611.00,184.00,36.6082496,-121.8795547,189.00,1702,1698,1500,1500
123032,1,-99.0000000,-99.0000000,14989611.00,184.00,36.6082496,-121.8795547,189.00,1702,1698,1500,1500
123110,1,-99.0000000,-99.0000000,14989611.00,184.00,36.6082382,-121.8795547,189.00,1702,1698,1500,1500
124040,1,-99.0000000,-99.0000000,14989611.00,184.00,36.6082382,-121.8795547,189.00,1701,1699,1500,1500
124116,1,-99.0000000,-99.0000000,14989611.00,184.00,36.6082344,-121.8795547,189.00,1701,1699,1500,1500
125037,1,-99.0000000,-99.0000000,14989611.00,184.00,36.6082344,-121.8795547,190.00,1697,1703,1500,1500
